text,genre
A film editor assembling footage for a documentary finds subliminal frames spliced into the raw material—single-frame images of the crew being watched from the shadows.,Psychological
A lighthouse keeper's log entries describe ships that no maritime registry has a record of. Coast guard investigates and finds the lighthouse has been automated—and unmanned—for a decade.,Thriller
"A retired surgeon takes up woodworking. The precision of dovetail joints reminds him of suturing, and each finished piece carries the satisfaction of a life saved—translated into oak.",Other
An antique-shop owner and a minimalist designer argue about the value of old things. Each visit to the shop erodes the designer's philosophy—and his defenses.,Romance
"A child collects rocks from every place her family moves to. By adulthood, the collection is a geological diary of a nomadic childhood.",Slice-of-life
"A bounty hunter tracks a target through a neon-lit megacity's vertical slums. Drones, holographic decoys, and an army of informants complicate the chase.",Action
A kingdom where seasons are controlled by four elemental monarchs falls into chaos when the Summer Queen refuses to yield to Autumn.,Fantasy
"A teenager keeps a diary that her future self annotates with corrections and warnings. The handwriting ages, but the ink is always fresh.",Psychological
A real-estate agent showing a model home discovers the staged family photos on the mantle include her own face. The developer claims it's stock photography.,Thriller
A blacksmith in a modern age forges artistic ironwork for heritage buildings. Each commission is a negotiation between old craft and new building codes.,Other
"A bookshop owner writes anonymous love poems and hides them in random books. A customer finds one, falls for the words, and begins a search for the poet.",Romance
"A fisherman's wife mends nets on the dock every evening, chatting with other spouses. The dock is their social club, therapy session, and lookout point rolled into one.",Slice-of-life
"A prison riot traps a guard and three inmates in the infirmary. Outside, tactical teams prepare to breach. Inside, unlikely alliances form to survive the crossfire.",Action
A labyrinth shifts its walls according to the solver's fears. A warrior enters seeking glory but must first confront the childhood shame she buried under bravado.,Fantasy
A coma patient communicates through fluctuations in brain-wave patterns that a nurse learns to interpret. The messages describe events happening in the hospital that the patient shouldn't know.,Psychological
"A genealogy website notifies a user of a DNA match with a living relative—who died, according to family records, in infancy fifty years ago.",Thriller
"A competitive Scrabble player memorizes the entire dictionary but finds that words, divorced from meaning, become hollow. A poet opponent teaches her to feel language again.",Other
A firefighter and an arson investigator working the same case butt heads over method and motive. Solving the crime requires them to trust each other—on and off the job.,Romance
An elementary school crossing guard knows every child by name and shoe size. Her post at the intersection is a twenty-year portrait of a neighborhood growing up.,Slice-of-life
"A downed pilot evades enemy patrols in dense forest, navigating by stars toward friendly lines. Hunger, injury, and paranoia are her constant companions.",Action
"A wizard's tower exists in all four seasons simultaneously—each floor a different time of year. A student must climb to the top to graduate, but the seasons resist intruders.",Fantasy
"A man receives a phone call from himself—ten minutes in the future—warning of an accident. He avoids it, but the calls keep coming, each warning more desperate than the last.",Psychological
A locksmith is called to open a time-locked safe at a law firm. Inside are documents proving that a senior partner has been dead for five years—yet she attended a meeting this morning.,Thriller
"A taxidermist preserves animals for a natural-history museum. Each mount is a sculpture of life frozen in motion, demanding both artistry and anatomical precision.",Other
A rival pair of sommeliers are assigned adjacent booths at a wine expo. Competitive tastings devolve into shared glasses and a conversation that outlasts the event.,Romance
"A janitor at a university overhears lectures while mopping hallways. Over decades, he acquires an informal education rivaling any degree—and the respect of professors who notice.",Slice-of-life
"A mercenary company defends a border outpost against overwhelming odds. Supplies dwindle, reinforcements are days away, and the enemy offers generous surrender terms.",Action
"A dragon egg hatches during a blizzard, bonding with the first living thing it sees—a snow fox. The dragon grows up believing it is a fox, causing havoc in the den.",Fantasy
An amnesiac wakes in a hospital with a notebook full of handwritten rules: 'Don't trust the nurse. Don't eat the food. Don't look at room 4.' The handwriting is hers.,Psychological
A subway system map includes a station that doesn't exist on any official record. Passengers who claim to have exited there describe the same impossible architecture.,Thriller
"A retired jockey works as a horse-exercise rider at dawn. The racetrack at first light, empty stands and dewy turf, is her cathedral.",Other
A climate scientist and a skeptic journalist are stranded together at a polar research station. Blizzard-bound debates thaw into mutual respect—and more.,Romance
"A family gathers every Sunday for a multi-generational dinner. Arguments about politics, praise for new recipes, and toddlers underfoot form the ritual's heartbeat.",Slice-of-life
"An ex-soldier turned bodyguard protects a whistleblower targeted by a corporate hit squad. Safe houses burn, alliances shift, and trust is the scarcest resource.",Action
"A sentient forest communicates through fungal networks. When a logging company threatens its border, the forest must decide: negotiate or go to war.",Fantasy
A mirror in an antique shop shows reflections with a five-second delay. A curious buyer takes it home and discovers the delay is growing—her reflection now lags by minutes.,Psychological
"A nanny cam captures a figure standing over a crib at 3 a.m. The parents review the footage: the figure is wearing the father's clothes, but the father was asleep beside the mother.",Thriller
"A stone mason restores medieval cathedral gargoyles. Perched on scaffolding high above the city, he contemplates the centuries of rain each stone face has endured.",Other
A chocolatier and a dentist live next door. She tempts the neighborhood; he repairs the consequences. Their front-porch banter is the street's favorite entertainment.,Romance
"A lighthouse keeper's daughter grows up counting ships. Years later, living in a landlocked city, she counts cars from her balcony—same ritual, different horizon.",Slice-of-life
"A team of cave divers explores an uncharted underground river system. A flash flood seals the exit, and they must find an alternate route before their air runs out.",Action
A desert of glass hides a buried civilization beneath its surface. A sand-sailor cracks the glass and falls into a city where time flows upward instead of forward.,Fantasy
"A man starts receiving postcards from cities he has never visited, written in his own handwriting. The messages reference events that haven't happened yet—but soon do.",Psychological
"A pet-shop owner notices that the fish tank behind the counter reflects a room that isn't the shop. The reflected room changes nightly, showing increasingly familiar interiors.",Thriller
"An ice sculptor works outdoors in winter, racing against rising temperatures. Each piece exists for hours at most—an art form defined by its own deadline.",Other
A flight attendant and a frequent flyer exchange glances across first class for months before turbulence—literal and emotional—throws them together.,Romance
"A retired schoolteacher walks through her old classroom on demolition day. Chalk dust, sunbeam angles, and the echo of children's voices fill the empty room.",Slice-of-life
"A border patrol agent pursues smugglers through a tunnel network beneath the desert. The tunnels are booby-trapped, and the smugglers know every inch.",Action
A wish-granting well runs dry after centuries. The village well-keeper must descend into the earth to negotiate with the elemental that powers the magic.,Fantasy
"A woman maps her emotional states onto a city grid—joy at the bakery, grief at the bridge, anger at the office. Walking becomes therapy, and the map becomes her autobiography.",Psychological
"A hotel guest finds a room-service receipt under the bed for a meal ordered three years ago—by someone with the same name, same credit card, same room preference.",Thriller
"A street sweeper in Paris starts at dawn, tracing the same route for twenty years. The city is his gallery, and a clean sidewalk is his masterpiece.",Other
"A matchmaker sets up everyone but herself. When a client insists on returning the favor, she reluctantly agrees—and meets someone her algorithm never would have suggested.",Romance
"A group of retirees meets weekly for a slow-paced cycling club. Hills are harder now, but the coffee stops and camaraderie make every ride worthwhile.",Slice-of-life
A helicopter rescue pilot navigates a typhoon to evacuate stranded villagers from a flooding island. Each trip back into the storm tests the aircraft's—and her—limits.,Action
A magical plague turns people to stone at sunset. A healer must gather moonflowers—which bloom only in monster-infested swamps—to brew the antidote before dawn.,Fantasy
A man discovers that every significant decision in his life was subtly influenced by anonymous letters he received as a child. He tracks the sender—and finds himself.,Psychological
A pilot lands at a small airstrip and finds the control tower staffed by someone who matches the description of a pilot who crashed there thirty years ago.,Thriller
"A competitive stone-skipper travels to tournaments around the world. The physics of the perfect skip—angle, spin, velocity—is her obsession and her art.",Other
A rival pair of chefs open restaurants on opposite sides of the same alley. Kitchen-window trash talk escalates until a food critic insists they cook one meal together.,Romance
"A teenager works the counter at a family dry cleaner. The garments people bring in—wedding dresses, uniforms, last outfits—tell stories their owners rarely share.",Slice-of-life
"A convoy of civilian vehicles flees a volcanic eruption. Lava flows cut off roads, ash clouds blind drivers, and a retired trucker takes command of the column.",Action
"A wandering bard discovers that songs sung in a forgotten language can reshape reality. One ballad accidentally erases a river, and a kingdom thirsts.",Fantasy
A sleep-lab technician monitoring overnight subjects notices that all dreamers in the facility share the same dream at the same moment—and she appears in every one of them.,Psychological
"A woman's smart thermostat adjusts to temperatures she hasn't set. The pattern matches the preferences of the home's previous owner—who was reported missing, not moved.",Thriller
"A letterpress printer produces wedding invitations, business cards, and poetry broadsides. Each impression of type into paper is a small act of permanence in a digital age.",Other
An ER doctor and a paramedic share adrenaline-fueled shifts and quiet hospital-roof sunrises. Their connection is forged in crises no one else understands.,Romance
A kindergarten teacher documents a school year through children's drawings. The evolving artwork mirrors each child's growth—and her own.,Slice-of-life
A private military contractor defends an oil rig from a pirate fleet in open ocean. Reinforcements are twelve hours away; ammunition is not.,Action
A young wizard accidentally swaps souls with his cat. Navigating school as a feline—and watching his cat attend classes in his body—teaches humility and empathy.,Fantasy
A man who hoards newspapers from the day of every major personal event realizes the papers contain articles about him that were never published in the actual editions.,Psychological
"A real-estate agent tours an empty mansion and hears a child laughing upstairs. Every room is furnished, dinner is set, but no one is home—and no one has lived there in years.",Thriller
A stained-glass artist repairs church windows damaged in a storm. Each pane she restores reveals a detail invisible before—faces that resemble current parishioners.,Other
A translator working on a multilingual treaty falls for the diplomat whose impossible demands force her to find poetry in legalese.,Romance
"A night watchman at a botanical garden waters plants after hours and talks to them about his day. The garden, he insists, listens—and sometimes, it replies.",Slice-of-life
"A ship's captain navigates an ice-choked strait with a hull breach. The crew patches and pumps while icebergs close in, and the engine overheats.",Action
"A time-looping village relives the same day forever. Only one resident notices, and she must break the cycle before her memory resets at midnight.",Fantasy
A blind musician composes a symphony that induces synesthesia in listeners—they see colors they've never perceived. Neuroscientists are baffled; audiences are transformed.,Psychological
A park ranger finds an SOS carved into a tree with today's date. The ranger recognizes the handwriting—it's her own.,Thriller
"A chandler—a candle maker—supplies a luxury hotel chain. The alchemy of wax, wick, and scent is her quiet empire, managed from a studio that smells of beeswax and citrus.",Other
A mechanic and a race-car driver bond over engine rebuilds. Grease-stained hands and late-night test drives blur the line between professional respect and personal desire.,Romance
"A grandmother leads a tai chi group in a public park at dawn. The slow, synchronized movements draw curious onlookers who eventually join.",Slice-of-life
A Special Forces team extracts a defecting scientist from a fortified island lab. Stealth gives way to all-out combat when the alarm sounds.,Action
A necromancer who raises the dead to ask them questions about history accidentally summons a spirit that refuses to return—it has unfinished business with the necromancer's family.,Fantasy
"A grief-stricken father builds a room identical to his late daughter's, down to the scuff marks. His therapist must decide if the replica aids healing or entombs him in denial.",Psychological
"A rideshare driver's dashboard camera records a passenger who vanishes between two frames. The drop-off location was a cemetery, and the ride was paid in cash—coins minted in 1943.",Thriller
"A soap maker sources ingredients from local farms, naming each bar after the field where the lavender or goat's milk originated. Her soaps are postcards in solid form.",Other
A pilot and an air-traffic controller who've only ever spoken by radio meet at an aviation conference. Voices they trusted with their lives now belong to faces they can't stop looking at.,Romance
"A shoe-shine man at a train station buffs the boots of commuters who barely glance down. In forty years, he has polished the shoes of presidents, poets, and pickpockets alike.",Slice-of-life
"A wildfire jumper parachutes into a blaze to cut a firebreak. The wind shifts, and the fire crowns, trapping her between two fronts with only a foil shelter.",Action
A forbidden archive beneath a temple holds books that rewrite themselves based on the reader's deepest fear. A scholar enters seeking knowledge and must outwit the archive's guardian.,Fantasy
A woman who can't forget anything—total recall—seeks therapy to learn how to let go. Her perfect memory is both a gift and a cage.,Psychological
An estate-sale organizer inventories a deceased recluse's home and finds a room wallpapered with missing-person flyers—each annotated with 'FOUND' and a date in the future.,Thriller
"A gondolier in Venice narrates the city's history to tourists in three languages. His boat is a floating classroom, and the canals are his textbook.",Other
A florist and a funeral director share a supply chain and an awkward mutual attraction. Flowers for joy and flowers for grief travel the same van.,Romance
A librarian catalogues a donation of children's books and finds notes in the margins from a child who grew up to be her colleague.,Slice-of-life
"A convoy of armored vehicles races through a sandstorm to relieve a besieged outpost. Visibility is zero, and the enemy has mined the only passable road.",Action
A magical tattoo artist inks enchantments onto clients' skin. One client's tattoo begins moving on its own—crawling across his body and whispering commands.,Fantasy
"A detective interviewing witnesses realizes every account of the crime contradicts the others—not due to perspective, but because each witness experienced a genuinely different event.",Psychological
"A house-sitter finds a room that wasn't on the floor plan. The room is warm, furnished, and contains a diary with entries in her handwriting—describing events that will happen tomorrow.",Thriller
A perfumer in Grasse cultivates rare flowers and distills them into fragrances that evoke specific memories. Her garden is an olfactory library.,Other
"A debate champion and the quiet observer who always sits in the back row finally speak after a tournament. Silence, it turns out, is its own argument.",Romance
"A retired mail carrier revisits every address on her old route, checking on residents she hasn't seen in years. Each doorstep holds a reunion.",Slice-of-life
"A bridge collapses during rush hour, and a structural engineer on the span must keep survivors calm while coordinating rescue from a tilting slab of concrete.",Action
A mirror lake reflects not the present sky but the sky of a thousand years ago. A historian dives in and surfaces in the past—but the lake only permits one crossing.,Fantasy
"An art restorer uncovers a hidden self-portrait beneath a famous painting. The portrait's eyes follow her as she works, and she begins dreaming in the artist's style.",Psychological
A tech worker's deleted files reappear on his desktop each morning. The files contain code he didn't write—an AI that learns from his keystrokes and is building something.,Thriller
"A bookbinder creates limited-edition hand-bound volumes. Each book is a sculpture of paper, thread, and leather—a love letter to the physical form of the written word.",Other
A late-night radio host and a recurring anonymous caller develop a connection through songs requested and stories shared. Meeting in person risks everything the darkness protected.,Romance
"A retired couple maintains a roadside honor-system fruit stand. Trust, weather, and the occasional raccoon raid are the variables of a gentle commerce.",Slice-of-life
"A covert extraction team infiltrates a hostile embassy during a coup. Diplomatic immunity is worthless, and the extraction point changes every hour.",Action
A volcano's eruption releases ancient fire elementals bound inside the mountain. A village shaman must renew the binding before the elementals reach the sea and boil it.,Fantasy
A hypnotist discovers she can implant suggestions in herself. Each self-hypnosis session alters her personality incrementally until she no longer recognizes the woman in the mirror.,Psychological
"A long-haul trucker's CB radio picks up a conversation between two voices discussing his exact location, speed, and cargo in real time. Neither voice responds when he transmits.",Thriller
A bell founder casts a great bell for a cathedral. The casting is a once-in-a-career event—months of preparation for a few minutes of molten bronze and hope.,Other
"An event planner and a client who can't make a decision dance through three revised proposals, each meeting longer and more personal than the last.",Romance
"A town's annual chili cook-off is taken far too seriously by contestants. Secret recipes, espionage, and a surprise celebrity judge turn a potluck into a saga.",Slice-of-life
A hostage rescue at a skyscraper goes vertical when the terrorists move upward floor by floor. The assault team must clear each level while protecting hostages scattered throughout.,Action
A young hero pulls a sword from a stone—only to discover the stone was a prison and the sword is a sentient weapon with a grudge against the world.,Fantasy
A composer writes a requiem for a friend but cannot finish it. Each attempt to write the final movement triggers a panic attack that sends him back to measure one.,Psychological
A woman's smart speaker begins ordering items she hasn't requested. The deliveries are addressed to a name she doesn't recognize—but the signature on the receipts is hers.,Thriller
A paper-marbler creates endpapers for rare books. Each sheet is a unique swirl of color and chance—controlled chaos that no two books share.,Other
"A veterinarian and a rancher clash over treatment philosophy. House calls turn into sunset-porch conversations, and professional respect softens into something warmer.",Romance
A man photographs the same intersection every day for a year. The composite image becomes a portrait of time layered in light and motion.,Slice-of-life
A disabled veteran trains service dogs for other disabled veterans. The bond formed between handler and animal during training mirrors the healing both need.,Other
A deep-cover operative must attend her own funeral to maintain a legend. Watching family grieve tests her commitment to the mission.,Action
"A djinn freed from a lamp after millennia finds the modern world bewildering. Smartphones look like magic, and magic looks like technology—he fits in too well.",Fantasy
A student driver's dashcam records a route she doesn't remember taking. The footage shows her driving confidently through streets she's never visited—at 3 a.m.,Psychological
A home inspector finds a functioning surveillance system hidden behind every mirror in a house listed as new construction. The cameras transmit to an IP address registered in another country.,Thriller
"A concert pianist retires to a farmhouse and plays only for the barn cat. The cat, she jokes, has better taste than most audiences.",Romance
"A public-library reading hour for toddlers is equal parts chaos and magic. Sticky hands, short attention spans, and the occasional howling meltdown are all part of the show.",Slice-of-life
A smuggler races a speedboat through a maze of mangrove channels to deliver medicine to a quarantined island. Patrol boats and shallow water are equally deadly obstacles.,Action
A mermaid kingdom debates whether to reveal itself to the surface world. The ambassador chosen is the one mer-person who has already lived among humans—in secret.,Fantasy
"A child's imaginary friend persists into adulthood. The friend evolves, ages, and offers advice that proves eerily accurate—raising questions about its origin.",Psychological
"A plumber fixing a basement pipe in a historic building finds a sealed room containing a chair, restraints, and a two-way mirror. The room doesn't appear on any blueprint.",Thriller
"An archivist digitizes fragile manuscripts, racing against decay. Each scan preserves a voice that might otherwise be lost to mold and time.",Other
A choir director and the church organist bicker over tempo and hymn selection. Their musical sparring is the congregation's open secret—and its Sunday entertainment.,Romance
A snow-plow driver clears roads before dawn so the town can function. His invisible labor is the foundation of every ordinary winter morning.,Slice-of-life
A helicopter door-gunner provides covering fire during a medevac in hostile terrain. The wounded below depend on his accuracy; the pilot depends on his calm.,Action
"A lost princess raised by wolves returns to claim her throne. The court finds her manners appalling, her instincts terrifying, and her honesty revolutionary.",Fantasy
"A cryptographer decoding a centuries-old cipher realizes it's not a code at all—it's a musical score. Played aloud, the music triggers a cascade of involuntary memories.",Psychological
A night auditor at a hotel reconciles the books and notices room 0—a room that doesn't exist—has been generating charges for decades. The revenue is real. The guest is not.,Thriller
"Two high school students discover that their outside-of-school personas are vastly different from their classroom images. They quickly bond over their shared secrets and form a genuine connection. As they grow closer, they navigate the complexities of teenage romance and self-discovery.",Romance
"The top two students of an elite academy's student council are secretly in love with each other. However, both are too proud to confess first, believing that the one who admits their feelings loses. What follows is a series of hilarious and elaborate psychological battles to force the other's confession.",Romance
"A gentle but intimidating-looking high school boy crosses paths with a tiny, fierce girl known as the Palmtop Tiger. They discover they both have crushes on each other's best friends and reluctantly agree to help one another. Through their chaotic alliance, an unexpected affection begins to bloom.",Romance
"A former child prodigy pianist loses his ability to hear the sound of the piano after a tragic loss. His monochrome life changes completely when he meets a free-spirited and passionate violinist. She forces him back into the world of music, teaching him to play freely and without regrets.",Romance
"After a family tragedy turns her life upside down, a cheerful high school girl moves in with the enigmatic Sohma family. She soon discovers their bizarre secret: they are cursed to turn into animals of the Chinese Zodiac when hugged by the opposite sex. She sets out to heal their emotional wounds and break the ancient curse.",Romance
"An introverted middle school boy with a vivid, dark imagination secretly watches the popular girl in his class. He soon realizes that she is actually quite quirky, clumsy, and obsessed with food. As they share quiet moments in the school library, his sinister fantasies are slowly replaced by genuine affection.",Romance
"Two childhood friends reunite at their new workplace, both hiding their intense otaku hobbies from their coworkers. After sharing complaints about the difficulty of dating as geeks, they decide to simply date each other. Their relationship is a comedic and heartwarming look at balancing adult responsibilities with passionate fandoms.",Romance
"The strict, boy-hating student council president of a former all-boys school works secretly at a maid cafe to support her family. Her secret is discovered by the most popular boy in school, threatening her hard-earned reputation. Instead of exposing her, he becomes a regular at the cafe, sparking a complicated dynamic between them.",Romance
"A quiet high school girl loves pitching her tent alone at the base of Mount Fuji during the off-season. Her solitary routine is disrupted when she befriends a cheerful transfer student who loves outdoor adventures. Together with other friends, they explore the simple joys of winter camping and eating hot food in nature.",Slice-of-life
"A talented but arrogant young calligrapher is exiled to a small, rural island after punching a gallery director. Unused to country living, he struggles to find his artistic voice while constantly interrupted by the energetic local villagers. Through his interactions with the eccentric islanders, especially a spirited little girl, he learns to loosen up and grow.",Slice-of-life
"Four high school girls join the light music club to save it from being disbanded, despite one of them having no musical experience. They spend their days drinking tea, eating sweets, and occasionally practicing their instruments. Slowly, they form a real band and build unforgettable friendships over their high school years.",Slice-of-life
"The daily lives of a group of high school girls and a young genius inventor are anything but ordinary. Their seemingly normal school days are constantly derailed by absurd, surreal, and over-the-top comedic situations. From wrestling deer to epic rock-paper-scissors battles, the mundane becomes entirely unpredictable.",Slice-of-life
"On a terraformed planet formerly known as Mars, a young woman moves to a peaceful city modeled after Venice to become a tour guide. She navigates the beautiful waterways on a gondola, sharing the scenic wonders with visitors. The story captures the slow, gentle beauty of everyday interactions and the changing of the seasons.",Slice-of-life
"Driven by a desire to make the most of her youth, a high school girl teams up with a determined peer whose mother went missing in Antarctica. Together with two other girls, they overcome numerous obstacles and societal doubts to join an expedition to the frozen continent. Their journey is a profound coming-of-age story about grief, friendship, and chasing impossible dreams.",Slice-of-life
"In a quiet, remote village, only five students of varying ages attend the single local school. A transfer student from Tokyo arrives, adjusting to the slow pace of country life where the nearest convenience store is miles away. The group spends their days exploring nature, playing games, and finding joy in rural simplicity.",Slice-of-life
"A high school student swallows a cursed talisman—the finger of a legendary demon—to save his friends from a monster attack. He is subsequently drawn into the hidden world of sorcerers who fight malevolent Curses born from negative human emotions. To destroy the demon within him, he must track down and consume its remaining pieces.",Action
"Two brothers attempt a forbidden alchemical ritual to resurrect their dead mother, resulting in catastrophic physical losses. To restore their bodies, they seek the legendary Philosopher's Stone while working as state alchemists. Their quest uncovers a massive, terrifying conspiracy that threatens their entire country.",Action
"A teenager with the ability to see ghosts accidentally absorbs the powers of a Soul Reaper during a Hollow attack. Forced to take over her duties, he begins defending humanity from evil spirits and guiding departed souls to the afterlife. His new role soon pulls him into massive conflicts involving spiritual realms and ancient organizations.",Action
"After his family is slaughtered by a demon and his sister is transformed into one, a kind-hearted boy resolves to find a cure. He undergoes grueling training to join a secretive organization dedicated to hunting these monstrous creatures. Armed with a special blade and breathing techniques, he faces increasingly powerful foes on his tragic journey.",Action
"In a world where hunters battle monsters in magical dungeons, the weakest hunter of all miraculously survives a deadly double dungeon. He awakens with a unique system that allows him to level up his stats and abilities infinitely. He rapidly ascends the ranks, transforming from a frail weakling into an unstoppable powerhouse.",Action
"A destitute young man pays off his deceased father's immense debt by hunting devils with his pet chainsaw devil. After being betrayed and killed, he merges with his pet, gaining the ability to transform his body parts into chainsaws. He is then recruited by a government agency to hunt dangerous devils while pursuing basic human desires.",Action
"An ordinary man trains so hard he goes bald and becomes a superhero capable of defeating any enemy with a single punch. Despite his overwhelming power, he struggles with extreme boredom and a lack of recognition from the hero association. He navigates the bureaucratic world of professional heroes while searching for a worthy opponent.",Action
"An elven mage who helped defeat the Demon King realizes how fleeting human lives are after her former party members pass away from old age. Regretting not knowing them better, she embarks on a new journey to retrace their steps and understand humanity. Along the way, she takes on an apprentice and reflects on the passage of time.",Fantasy
"A reclusive, middle-aged man dies saving a stranger and is reincarnated as a baby in a world of swords and magic. Retaining his memories and regrets, he vows to live a fulfilling life without making the same mistakes twice. His prodigious magical talent leads him on a sprawling, continent-spanning adventure full of growth and danger.",Fantasy
"A teenage boy is suddenly transported to a fantasy world and soon discovers he has the ability to rewind time by dying. He uses this painful power to protect a silver-haired half-elf and others he cares about from grim fates. The psychological toll of repeated, gruesome deaths heavily impacts his mind as he tries to change the future.",Fantasy
"While moving to a new neighborhood, a young girl and her parents accidentally wander into a magical world ruled by spirits and gods. When her parents are turned into pigs, she must work in a mystical bathhouse to survive. She embarks on a journey of courage and self-reliance to save her family and return to the human world.",Fantasy
"A massive, uncharted chasm known as the Abyss descends deep into the earth, filled with mysterious relics and terrifying creatures. A young orphaned girl teams up with an amnesiac robot boy to plunge into the depths in search of her mother. The further down they travel, the more beautiful and deadly the Abyss becomes.",Fantasy
"A traveling merchant discovers a pagan wolf deity hidden in his cart, who wishes to return to her snowy homeland in the north. They strike a deal to travel together, combining his shrewd business skills with her centuries of wisdom. Their journey explores medieval economics, trade disputes, and their slowly blossoming romance.",Fantasy
"A powerful king who lived a life of isolation and battle is reincarnated into a loving family in a magic-filled world. Given a second chance, he resolves to protect his new loved ones and uncover the reason behind his rebirth. As he grows, he must master both magic and martial arts to face impending global threats.",Fantasy
"Teenagers are drafted to pilot massive biomechanical robots to defend Earth from apocalyptic entities known as Angels. The series explores the deep psychological trauma, existential dread, and interpersonal conflicts of the pilots and their commanders. As the battles escalate, the true nature of the robots and humanity's fate are unraveled.",Psychological
"After death, humans arrive at a mysterious bar where a stoic bartender forces them to play games like darts or billiards. These games are designed to draw out the darkest corners of their souls and reveal their true nature. Based on their actions, the bartender judges whether their souls will be reincarnated or sent to the void.",Psychological
"An introverted middle school girl receives an email from a classmate who recently committed suicide, claiming to be alive within the digital network known as the Wired. As she delves deeper into cyberspace, the boundaries between reality and the virtual world begin to blur. She uncovers unsettling truths about identity, technology, and human consciousness.",Psychological
"A college dropout completely isolates himself in his apartment, believing his situation is the result of a massive conspiracy. His shut-in lifestyle is interrupted when a mysterious girl arrives, determined to cure his social anxiety and depression. They embark on a desperate, often darkly comedic journey to overcome his extreme paranoia and rejoin society.",Psychological
"Following the life of an ordinary boy depicted as a simple bird-like caricature, this story tackles the harsh realities of growing up. He deals with an abusive family, childhood trauma, and severe depression as he transitions into a deeply flawed adult. It is a bleak, uncompromising look at mental illness and the darker aspects of human nature.",Psychological
"A middle school girl is offered the chance to have any wish granted by a cute creature in exchange for becoming a magical girl. However, she soon learns that the job of hunting witches comes with horrific risks and a terrible destiny. The story deconstructs the magical girl genre, focusing on despair, sacrifice, and the true cost of miracles.",Psychological
"A bookish middle school boy acts on a sudden impulse and steals the gym clothes of the girl he likes. His shameful act is witnessed by the class outcast, who uses the secret to blackmail him into a manipulative 'contract'. This initiates a suffocating cycle of teenage angst, rebellion, and toxic psychological control.",Psychological
"A brilliant neurosurgeon sacrifices his career to save the life of a young boy instead of the city's mayor. Years later, he discovers that the boy he saved has grown up to become a charismatic and utterly ruthless serial killer. Wracked with guilt, the doctor abandons his life to track down his former patient and end his reign of terror.",Thriller
"A bored high school genius discovers a supernatural notebook that kills anyone whose name is written inside it. He decides to use it to rid the world of criminals and establish a new world order as a god-like figure. A highly intelligent and eccentric detective is hired to track him down, leading to a deadly game of cat and mouse.",Thriller
"A self-proclaimed mad scientist and his friends accidentally invent a time machine out of a modified microwave that can send text messages to the past. Their tampering with timelines attracts the attention of a sinister organization, leading to tragic consequences. The protagonist must repeatedly alter the past, experiencing immense psychological trauma, to prevent a dystopian future and save his friends.",Thriller
"A struggling manga artist with a mysterious ability to briefly rewind time is falsely accused of murdering his mother. He is suddenly sent 18 years into the past to his elementary school days, right before a series of child abductions occurred. He must use his adult mind in a child's body to prevent the murders and change the future.",Thriller
"A group of highly intelligent orphans live a seemingly perfect life under the care of their loving 'Mom.' However, they soon discover the horrifying truth: their orphanage is actually a farm raising children as food for demons. The kids must use their wits to orchestrate a daring escape and survive in a dangerous outside world.",Thriller
"A wave of seemingly unrelated assaults is carried out by an elusive youth wearing inline skates and wielding a bent golden bat. Two police detectives struggle to find a connection between the victims, who all seem to be facing severe life crises before their attacks. As public panic spreads, the line between reality and mass hysteria dissolves.",Thriller
"A high school boy lives in constant terror of his father, a respected CEO who is secretly a prolific serial killer. The boy is forced to act as an accomplice, luring victims to their doom to protect his own life. When his father targets the sweet new transfer student, the boy finally decides to fight back against the monster.",Thriller
"A short but incredibly athletic high school boy is determined to become a volleyball star despite his height disadvantage. He joins his school's team and must learn to cooperate with his former rival, a genius setter with a bad attitude. Together, they develop a rapid-fire attack and lead their underdog team towards the national tournament.",Other
"In an alternate Edo-period Japan conquered by aliens, a lazy but skilled samurai takes on odd jobs to pay his rent. He is joined by a bespectacled teenager and an incredibly strong alien girl, forming a chaotic freelance trio. They navigate hilarious episodic adventures that frequently break the fourth wall, mixed with intense, dramatic story arcs.",Other
"In the year 2071, humanity has colonized the solar system, and crime is kept in check by a system of registered bounty hunters. The story follows the laid-back crew of the spaceship Bebop as they chase bounties to survive while trying to outrun their tragic pasts. Their episodic adventures blend sci-fi, jazz music, and noir aesthetics.",Other
"A tough, red-haired delinquent with a terrible record of being rejected by girls joins the high school basketball team to impress his crush. Despite having no prior experience and a short temper, he discovers a genuine passion and remarkable raw talent for the sport. The team battles rival schools on their arduous path to the national championships.",Other
"Following a disastrous performance in the World Cup, the Japanese Football Union creates a controversial training regimen to create the world's greatest egoistic striker. Three hundred talented teenage forwards are locked in a prison-like facility, competing against each other in grueling challenges. Only one will survive the program to lead Japan to victory, while the losers' careers are ended forever.",Other
"In a future where humanity is forced to live in subterranean villages by an oppressive ruler, two youths unearth a powerful mecha. They break through the surface and form a rebellion to reclaim the Earth from the tyrannical Spiral King and his beastmen. Their battles escalate to absurd, galactic scales, driven by the sheer power of indomitable human spirit.",Other
"A college freshman moves to a coastal town and joins the local diving club, hoping for a dream university life filled with beautiful girls. Instead, he finds himself swept up by a group of muscular, alcohol-loving upperclassmen who spend more time partying naked than diving. He reluctantly joins their chaotic antics while occasionally experiencing the beauty of the ocean.",Other
